Land Area,Trade flow,Commodity,2010,S_2010,2011,S_2011,2012,S_2012,2013,S_2013,2014,S_2014,2015,S_2015,2016,S_2016
Bahamas,Export,"Crab meat nei, prepared or preserved",0,0,1,.,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,"Crabs nei, frozen",57,.,56,.,53,.,89,.,110,.,89,.,41,F
Bahamas,Export,"Crabs, not frozen",0,0,0,.,0,.,0,.,0,.,0,.,5,F
Bahamas,Export,"Crustaceans nei, prepared or preserved",0,.,0,.,0,.,1,.,0,-,0,-,0,-
Bahamas,Export,"Fish meat, whether or not minced, frozen, nei",0,-,0,0,0,-,0,-,0,-,7,.,0,-
Bahamas,Export,"Fish, fresh or chilled, nei",0,.,0,.,0,.,1,.,73,.,26,.,0,-
Bahamas,Export,"Fish, frozen, nei",0,.,0,.,0,.,0,.,0,.,0,.,4,F
Bahamas,Export,"Grouper, fresh or chilled",37,.,5,.,32,.,31,.,0,.,0,0,6,F
Bahamas,Export,"Grouper, frozen",0,.,0,.,0,.,1,.,0,-,0,-,0,-
Bahamas,Export,"King crab meat, prepared or preserved",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Bahamas,Export,"Livers, roes, milt, frozen",0,.,0,.,0,.,12,.,0,-,0,-,0,-
Bahamas,Export,"Lobsters, live",0,-,0,-,1,.,1,.,8,.,94,.,0,.
Bahamas,Export,"Marine fish, fresh or chilled, nei",4,.,2,.,8,.,7,.,0,.,0,.,1,F
Bahamas,Export,"Marine fish, frozen, nei",14,.,74,.,9,.,53,.,0,-,17,.,0,-
Bahamas,Export,"Miscellaneous coastal fishes fillets, frozen,  nei",0,.,0,.,0,.,3,.,0,-,0,-,0,-
Bahamas,Export,Miscellaneous corals and shells,13,.,28,.,17,.,33,.,24,.,46,.,12,F
Bahamas,Export,"Miscellaneous crustaceans, not frozen, nei",1,.,0,-,0,-,0,-,6,.,0,-,0,-
Bahamas,Export,"Miscellaneous molluscs, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,0,.,88,F
Bahamas,Export,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",0,-,0,-,0,-,7,.,0,-,0,-,0,-
Bahamas,Export,"Mussel meat nei, frozen",1,.,0,-,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,Natural sponges other than raw,0,.,0,.,0,.,0,.,0,.,0,.,9,F
Bahamas,Export,"Rock lobster and other sea crawfish, not frozen",0,.,0,.,0,.,0,.,10,.,2,.,0,-
Bahamas,Export,"Sardines, sardinellas, brisling or sprats, fresh or chilled",0,0,1,.,1,.,0,-,0,-,0,-,0,-
Bahamas,Export,"Sea-cucumber, dried, salted or in brine",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Bahamas,Export,"Sea-cucumber, other than live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,6,F
Bahamas,Export,"Skipjack tuna, frozen",0,.,0,.,0,.,0,.,0,.,0,.,38,F
Bahamas,Export,"Snapper, fresh or chilled",13,.,13,.,29,.,32,.,0,.,1,.,18,F
Bahamas,Export,"Snappers, frozen",0,.,0,.,0,.,2,.,0,-,0,-,0,-
Bahamas,Export,"Spiny lobsters (Panulirus spp.), meat or tails, fresh or chilled",36,.,0,.,0,.,717,.,0,-,31,.,0,.
Bahamas,Export,"Spiny lobsters (Panulirus spp.), meat or tails, frozen",2007,.,1944,.,2067,.,1889,.,1811,.,1946,.,2074,F
Bahamas,Export,"Spiny lobsters (Panulirus spp.), nei, frozen",0,-,14,.,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,"Spiny lobsters (Panulirus spp.), whole, frozen",68,.,118,.,164,.,49,.,0,.,22,.,35,F
Bahamas,Export,"Stromboid conchs, dried, salted or in brine",0,-,0,-,0,-,0,-,0,-,28,.,0,-
Bahamas,Export,"Stromboid conchs, frozen",210,.,310,.,245,.,252,.,252,.,238,.,201,F
Bahamas,Export,"Stromboid conchs, live, fresh or chilled",12,.,2,.,3,.,19,.,37,.,0,-,0,-
Bahamas,Export,Trochus shells,0,0,85,.,67,.,45,.,78,.,92,.,0,-
Bahamas,Export,"Tunas nei, frozen",3,.,0,-,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,"Turbot, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Bahamas,Export,"Yellowfin tuna, frozen, nei",0,.,0,.,0,.,0,.,0,.,0,.,5,F
Bahamas,Import,"Abalones, shucked or not, other than live,fresh or chilled",0,.,0,.,0,.,3,.,6,.,6,.,0,-
Bahamas,Import,Agar agar nei,0,0,0,0,0,.,0,.,0,0,9,.,5,F
Bahamas,Import,"Alaska pollock fillets, frozen",0,.,0,.,0,.,0,0,0,0,1,.,0,-
Bahamas,Import,"Alaska pollock, fresh or chilled",0,.,0,.,0,.,0,.,1,.,0,0,0,-
Bahamas,Import,"Alaska pollock, frozen",0,.,0,.,0,.,0,.,0,0,2,.,3,F
Bahamas,Import,"Alaska pollock, meat, whether or not minced, frozen",0,.,0,.,0,.,0,.,0,0,1,.,0,-
Bahamas,Import,"Albacore (=Longfin tuna), frozen, nei",0,0,0,0,0,0,0,0,0,0,1,.,0,-
Bahamas,Import,"American/European lobsters (Homarus spp.), nei, fresh or chilled",58,.,3,.,2,.,4,.,1,.,0,0,0,-
Bahamas,Import,"American/European lobsters (Homarus spp.), nei, frozen",0,0,0,0,1,.,0,0,1,.,3,.,9,F
Bahamas,Import,"American/European lobsters (Homarus spp.), not frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Bahamas,Import,"Anchovies, prepared or preserved, not minced",9,.,8,.,9,.,9,.,13,.,15,.,0,-
Bahamas,Import,"Anchovies, salted or in brine",1,.,0,0,1,.,0,0,0,0,0,0,0,-
Bahamas,Import,"Aquatic invertebrates, other than prepared or preserved",0,.,0,.,0,.,0,.,2,.,2,.,0,-
Bahamas,Import,"Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled",3,.,3,.,0,0,1,.,0,0,0,0,1,F
Bahamas,Import,"Atlantic and Danube salmons, fresh or chilled",0,.,0,.,0,.,4,.,1,.,3,.,0,-
Bahamas,Import,"Atlantic salmon and Danube salmon, frozen",2,.,4,.,4,.,1,.,1,.,5,.,2,F
Bahamas,Import,"Bigeye tuna, fresh or chilled",0,-,0,0,0,-,0,0,0,-,1,.,0,-
Bahamas,Import,"Blue whitings (Micromesistius poutassou, Micromesistius australis), fresh or chilled",0,.,0,.,0,.,2,.,0,-,0,-,0,-
Bahamas,Import,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,.,8,.,13,.,9,.,0,-
Bahamas,Import,"Carps, eels and snakeheads, fillets, frozen",0,.,0,.,0,.,1,.,5,.,8,.,0,-
Bahamas,Import,"Catfish fillets, fresh or chilled",0,.,0,.,0,.,1,.,0,0,1,.,2,F
Bahamas,Import,"Catfish fillets, frozen",0,.,0,.,0,.,0,0,0,0,1,.,18,F
Bahamas,Import,"Catfish, fresh or chilled",0,.,0,.,0,.,0,.,0,0,6,.,2,F
Bahamas,Import,"Catfish, frozen",0,.,0,.,0,.,0,.,0,0,5,.,3,F
Bahamas,Import,Caviar,0,.,0,.,0,.,5,.,9,.,6,.,2,F
Bahamas,Import,Caviar and caviar substitutes,20,.,12,.,15,.,5,.,0,-,0,-,0,-
Bahamas,Import,Caviar substitutes,0,.,0,.,0,.,1,.,9,.,5,.,0,F
Bahamas,Import,"Clams, cockles, arkshells, etc., prep. or pres., nei",0,.,0,.,0,.,0,0,0,0,1,.,0,-
Bahamas,Import,"Clams, cockles, arkshells, live, fresh or chilled",0,.,0,.,0,.,0,0,0,0,1,.,0,-
Bahamas,Import,"Clams, cockles, arkshells, other than live, fresh or chilled",0,.,0,.,0,.,1,.,1,.,1,.,0,F
Bahamas,Import,"Cod nei, fillets, frozen",0,.,0,.,0,.,1,.,11,.,5,.,36,F
Bahamas,Import,"Cods nei, dried,  whether or not salted",52,.,76,.,81,.,61,.,57,.,58,.,60,F
Bahamas,Import,"Cods nei, frozen",1,.,4,.,8,.,3,.,2,.,1,.,70,F
Bahamas,Import,"Cods nei, salted or in brine",0,0,0,0,0,0,0,0,0,0,1,.,0,F
Bahamas,Import,"Cods, fresh or chilled, nei",1,.,1,.,0,0,2,.,0,0,2,.,0,-
Bahamas,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen",0,.,0,.,0,.,1,.,7,.,4,.,22,F
Bahamas,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,0,.,88,.,176,.,211,.,116,F
Bahamas,Import,"Common sole, frozen",0,0,0,0,0,0,0,0,0,0,0,.,3,F
Bahamas,Import,Coral and the like,0,.,0,.,0,.,0,.,0,.,0,.,95,F
Bahamas,Import,"Crab meat nei, prepared or preserved",32,.,23,.,20,.,21,.,22,.,25,.,3,F
Bahamas,Import,"Crab meat, frozen",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Bahamas,Import,"Crab meat, in airtight containers, prep.or pres.",0,.,0,.,0,.,0,.,0,.,0,.,3,F
Bahamas,Import,"Crabs nei, frozen",41,.,47,.,53,.,50,.,42,.,40,.,72,F
Bahamas,Import,"Crabs, not frozen",2,.,1,.,1,.,2,.,2,.,3,.,0,-
Bahamas,Import,"Crayfish (freshwater), frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Bahamas,Import,"Crustaceans nei, frozen",6,.,6,.,3,.,6,.,8,.,12,.,4,F
Bahamas,Import,"Crustaceans nei, prepared or preserved",6,.,7,.,7,.,4,.,8,.,5,.,0,-
Bahamas,Import,"Cuttlefishes and squids, live, fresh or chilled, nei",4,.,6,.,9,.,4,.,4,.,5,F,0,-
Bahamas,Import,"Cuttlefishes, frozen",43,.,34,.,38,.,44,.,44,.,66,.,57,F
Bahamas,Import,"Cuttlefishes, live, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Bahamas,Import,"Dolphinfishes, fresh or chilled",7,.,14,.,19,.,8,.,13,.,12,.,0,-
Bahamas,Import,"Dolphinfishes, frozen",35,.,16,.,40,.,16,.,31,.,60,.,50,F
Bahamas,Import,"Eels, fresh or chilled",0,0,0,0,0,0,0,.,0,0,1,.,0,-
Bahamas,Import,"Eels, frozen",0,0,0,0,0,0,0,0,1,.,0,0,0,-
Bahamas,Import,"Fingers, sticks, prepared with minced fish",0,.,0,.,0,.,0,.,0,.,0,.,116,F
Bahamas,Import,"Fish dried, whether or not salted, nei",0,0,1,.,0,0,0,0,0,0,1,.,0,-
Bahamas,Import,"Fish fillets, dried, salted or in brine, nei",2,.,1,.,6,.,0,0,1,.,1,.,0,-
Bahamas,Import,"Fish fillets, fresh or chilled, nei",15,.,17,.,6,.,7,.,13,.,25,.,7,F
Bahamas,Import,"Fish fillets, frozen, nei",8,.,33,.,9,.,16,.,36,.,28,.,90,F
Bahamas,Import,"Fish fillets, prep. or pres, incl. raw, coated in batter or breadcrum, cooked or not, frozen",0,.,0,.,0,.,0,.,0,.,0,.,17,F
Bahamas,Import,"Fish for culture incl. ova, fingerlings etc.",49,.,71,.,68,.,49,.,47,.,33,.,30,F
Bahamas,Import,"Fish liver oils, nei",1,.,1,.,1,.,1,.,1,.,0,0,0,-
Bahamas,Import,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,0,.,0,0,3,.,1,.,3,F
Bahamas,Import,"Fish meat, whether or not minced, frozen, nei",13,.,32,.,29,.,34,.,70,.,82,.,43,F
Bahamas,Import,"Fish minced nei, in airtight containers prepared or preserved",4,.,16,.,4,.,3,.,4,.,15,.,0,-
Bahamas,Import,"Fish minced nei, prepared or preserved",31,.,9,.,6,.,16,.,1,.,8,.,7,F
Bahamas,Import,"Fish nei, prepared or preserved, not minced",1,.,1,.,1,.,2,.,5,.,3,.,0,-
Bahamas,Import,"Fish nei, smoked",33,.,32,.,18,.,29,.,20,.,21,.,20,F
Bahamas,Import,"Fish not minced, prep. or pres., in airtight containers",1,.,1,.,1,.,1,.,1,.,1,F,0,-
Bahamas,Import,"Fish roes, prepared, nei",87,.,76,.,90,.,68,.,65,.,68,.,0,-
Bahamas,Import,"Fish waste, nei",3,.,5,.,5,.,38,.,24,.,13,.,2,F
Bahamas,Import,"Fish, crustacean and mollusc products, unfit for human consumption nei",0,.,0,.,0,.,0,.,0,.,0,.,34,F
Bahamas,Import,"Fish, fresh or chilled, nei",189,.,292,.,246,.,73,.,1,.,8,.,17,F
Bahamas,Import,"Fish, frozen, nei",8,.,13,.,15,.,5,.,1,.,3,.,143,F
Bahamas,Import,"Fishmeal fit for human consumption, nei",18,.,20,.,16,.,1,.,0,0,0,0,0,-
Bahamas,Import,"Flatfish nei, fillets, fresh or chilled",0,.,0,.,0,.,0,.,1,.,0,-,0,-
Bahamas,Import,"Flatfish nei, frozen",87,.,112,.,77,.,92,.,105,.,114,.,115,F
Bahamas,Import,"Flatfish, fresh or chilled, nei",1,.,1,.,2,.,11,.,2,.,6,.,6,F
Bahamas,Import,"Freshwater fish nei, live",11,.,9,.,3,.,1,.,1,.,5,.,0,-
Bahamas,Import,"Gadiformes fillets, frozen, nei",0,.,0,.,0,.,0,0,5,.,10,.,0,-
Bahamas,Import,"Gadiformes nei, frozen",0,.,0,.,0,.,15,.,20,.,11,.,0,-
Bahamas,Import,"Gadiformes, fresh or chilled, nei",0,.,0,.,0,.,10,.,21,.,20,.,20,F
Bahamas,Import,"Grouper, fresh or chilled",1,.,9,.,3,.,2,.,1,.,3,.,0,-
Bahamas,Import,"Grouper, frozen",27,.,27,.,64,.,75,.,56,.,62,.,60,F
Bahamas,Import,"Haddock, frozen",0,.,0,.,0,0,0,.,1,.,0,0,0,-
Bahamas,Import,"Halibuts, fresh or chilled, nei",1,.,1,.,0,0,0,0,0,0,0,0,0,-
Bahamas,Import,"Herring roes, frozen",0,.,0,.,0,.,0,.,0,.,0,.,3,F
Bahamas,Import,"Herrings nei, frozen",0,0,0,0,0,0,0,0,0,0,5,.,57,F
Bahamas,Import,"Herrings nei, smoked",2,.,1,.,2,.,1,.,3,.,0,0,0,-
Bahamas,Import,"Herrings prepared or preserved, not minced, nei",3,.,7,.,6,.,8,.,2,.,9,.,2,F
Bahamas,Import,"Herrings, fresh or chilled, nei",1,.,0,0,0,0,0,0,1,.,0,.,1,F
Bahamas,Import,"Herrings, not minced, prep. or pres. in airtight containers, nei",4,.,3,.,2,.,2,.,3,.,4,.,0,-
Bahamas,Import,"Jack and horse mackerel, frozen",0,0,0,.,0,.,0,.,0,.,0,.,1,F
Bahamas,Import,"Jellyfish, other than prepared or preserved",0,.,0,.,0,.,0,.,1,.,3,.,0,F
Bahamas,Import,"Livers, roes, milt, fresh or chilled, nei",0,0,0,0,0,0,10,.,2,.,1,.,0,-
Bahamas,Import,"Livers, roes, milt, frozen",2,.,0,0,0,0,20,.,29,.,1,.,0,-
Bahamas,Import,"Lobster tails or meat, prep. or pres.",2,.,0,0,0,0,1,.,1,.,0,0,0,-
Bahamas,Import,"Mackerel prepared or preserved, not minced, nei",130,.,220,.,226,.,235,.,230,.,288,.,514,F
Bahamas,Import,"Mackerels nei, frozen",0,0,1,.,2,.,1,.,1,.,1,.,0,F
Bahamas,Import,"Mackerels, nei, fresh or chilled",0,0,1,.,0,0,0,0,0,0,0,0,0,-
Bahamas,Import,"Marine fish nei, smoked",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Bahamas,Import,"Marine fish, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Bahamas,Import,"Miscellaneous coastal fish, fillets, fresh or chilled, nei",2,.,9,.,3,.,8,.,15,.,17,.,0,-
Bahamas,Import,"Miscellaneous coastal fishes fillets, frozen,  nei",3,.,7,.,2,.,4,.,13,.,86,.,41,F
Bahamas,Import,Miscellaneous corals and shells,9,.,5,.,8,.,5,.,8,.,4,.,0,-
Bahamas,Import,"Miscellaneous crustaceans, not frozen, nei",6,.,5,.,6,.,7,.,21,.,38,.,0,-
Bahamas,Import,"Miscellaneous demersal fish, nei, frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Bahamas,Import,"Miscellaneous marine fish, salted or in brine, nei",6,.,2,.,1,.,1,.,1,.,1,.,1,F
Bahamas,Import,"Miscellaneous pelagic fish, nei, fresh or chilled",0,0,1,.,2,.,0,0,0,.,0,0,0,-
Bahamas,Import,"Miscellaneous pelagic fish, nei, frozen",2,.,2,.,1,.,1,.,0,0,0,-,0,-
Bahamas,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",13,.,14,.,26,.,3,.,0,-,0,-,0,-
Bahamas,Import,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",1,.,0,0,0,0,0,0,0,0,0,0,0,-
Bahamas,Import,"Molluscs nei, frozen",3,.,5,.,8,.,7,.,17,.,15,.,20,F
Bahamas,Import,"Molluscs nei, prepared or preserved",0,.,0,.,0,.,5,.,6,.,4,.,0,-
Bahamas,Import,"Mussels nei, other than live, fresh or chilled",16,.,19,.,150,.,13,.,20,.,27,.,26,F
Bahamas,Import,"Mussels, live, fresh or chilled, nei",9,.,14,.,15,.,7,.,2,.,1,.,1,F
Bahamas,Import,"Nile perch and snakeheads (Channa spp.),  fresh or chilled",0,.,0,.,0,.,4,.,5,.,3,.,0,-
Bahamas,Import,"Octopus, frozen",5,.,8,.,15,.,13,.,11,.,16,.,10,F
Bahamas,Import,"Octopus, live, fresh or chilled",2,.,4,.,4,.,5,.,3,.,3,.,0,-
Bahamas,Import,"Octopus, prepared or preserved",0,.,0,.,0,.,0,0,0,0,1,.,0,F
Bahamas,Import,Ornamental freshwater fish,5,.,5,.,5,.,3,.,3,.,5,.,0,-
Bahamas,Import,Ornamental saltwater fish,0,.,0,0,1,.,1,.,2,.,2,.,0,F
Bahamas,Import,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,0,.,1,.,2,.,4,.,0,-
Bahamas,Import,Other seaweeds and aquatic plants and products thereof,6,.,6,.,8,.,3,.,0,-,0,-,0,-
Bahamas,Import,"Oyster meat, prepared or preserved, nei",0,.,0,.,0,.,0,0,0,0,1,.,0,-
Bahamas,Import,Oyster sauce,0,.,0,.,0,.,0,.,0,.,0,.,13,F
Bahamas,Import,"Oysters, live fresh or chilled, nei",13,.,11,.,7,.,3,.,5,.,3,.,1,F
Bahamas,Import,"Oysters, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,0,1,.,1,.,0,-
Bahamas,Import,"Pacific salmons, fresh or chilled",0,.,0,.,0,.,1,.,3,.,5,.,0,F
Bahamas,Import,"Pacific salmons, frozen, nei",68,.,58,.,23,.,0,0,1,.,1,.,3,F
Bahamas,Import,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",257,.,235,.,264,.,258,.,199,.,269,.,24,F
Bahamas,Import,"Rays and skates (Rajidae), frozen",0,.,0,.,0,.,0,0,0,.,0,.,1,F
Bahamas,Import,"Rock lobsters (Jasus spp.), nei, fresh or chilled",0,0,0,0,5,.,0,0,0,0,0,0,0,-
Bahamas,Import,"Saithe (=Pollock), fresh or chilled",0,0,0,.,0,.,1,.,0,-,0,-,0,-
Bahamas,Import,"Salmon fillets, fresh or chilled",0,.,0,.,0,.,2,.,2,.,4,.,0,-
Bahamas,Import,"Salmon fillets, frozen",0,.,0,.,0,.,3,.,13,.,17,.,5,F
Bahamas,Import,"Salmon nei prep. or pres., not minced, not in airtight containers",0,.,0,.,0,.,0,.,0,.,0,.,82,F
Bahamas,Import,"Salmon nei, not minced, in oil, prepared or preserved",0,.,0,.,0,.,0,.,0,.,0,.,10,F
Bahamas,Import,"Salmon nei, not minced, prep.or pres, in airtight containers",26,.,33,.,29,.,28,.,32,.,43,.,0,-
Bahamas,Import,"Salmon nei, not minced, prepared or preserved",1,.,0,0,0,0,1,.,2,.,1,.,11,F
Bahamas,Import,"Salmonoids, fresh or chilled, nei",18,.,11,.,6,.,7,.,10,.,37,.,0,-
Bahamas,Import,"Salmonoids, frozen",5,.,3,.,6,.,27,.,51,.,84,.,24,F
Bahamas,Import,"Salmons, fresh or chilled, nei",9,.,10,.,7,.,2,.,0,-,0,-,0,-
Bahamas,Import,"Salmons, smoked",44,.,53,.,68,.,65,.,86,.,80,.,88,F
Bahamas,Import,"Saltwater fish nei, live",9,.,7,.,30,.,4,.,7,.,7,.,7,F
Bahamas,Import,"Sardines, sardinellas, brisling or sprats, fresh or chilled",0,0,0,0,0,0,0,.,5,.,0,0,4,F
Bahamas,Import,"Sardines, sardinellas, brisling or sprats, frozen",3,.,0,0,1,.,0,0,1,.,0,0,0,-
Bahamas,Import,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",0,0,1,.,0,0,0,0,1,.,6,.,2,F
Bahamas,Import,"Scallops meat, frozen",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Bahamas,Import,"Scallops, live, fresh or chilled, nei",4,.,3,.,5,.,6,.,3,.,3,.,0,-
Bahamas,Import,"Scallops, other than live, fresh or chilled",26,.,38,.,40,.,27,.,94,.,17,.,0,-
Bahamas,Import,"Seabass, fresh or chilled",0,.,0,.,0,.,0,.,0,0,3,.,0,F
Bahamas,Import,"Seabass, frozen",8,.,9,.,8,.,6,.,1,.,1,.,17,F
Bahamas,Import,"Seaweeds and other algae, fit for human consumption, nei",0,.,0,.,0,.,3,.,11,.,13,.,2,F
Bahamas,Import,"Seaweeds and other algae, unfit for human consumption, nei",0,.,0,.,0,.,1,.,3,.,0,0,11,F
Bahamas,Import,"Sharks nei, fresh or chilled",0,.,0,.,0,.,1,.,0,-,0,-,0,-
Bahamas,Import,"Sharks nei, frozen",0,.,0,.,0,.,0,0,1,.,0,-,0,-
Bahamas,Import,"Shrimps and prawns, frozen, nei",245,.,239,.,258,.,52,.,0,-,0,-,100,F
Bahamas,Import,"Shrimps and prawns, not frozen, nei",40,.,26,.,33,.,2,.,0,-,0,-,0,-
Bahamas,Import,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,13,.,34,.,30,.,24,F
Bahamas,Import,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,0,.,11,.,10,.,9,F,0,F
Bahamas,Import,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,0,.,4,.,8,.,7,.,3,F
Bahamas,Import,"Shrimps and prawns, prep. or pres., not in airtight containers",0,.,0,.,0,.,7,.,14,.,16,.,17,F
Bahamas,Import,"Shrimps, prawns live, for breeding and other purposes",1,.,2,.,2,.,5,.,0,0,0,0,0,-
Bahamas,Import,"Shrimps, prawns, prepared or preserved, nei",28,.,11,.,46,.,4,.,0,-,0,-,0,-
Bahamas,Import,"Skipjack prepared or preserved, not minced, nei",0,.,0,.,0,.,0,.,0,.,0,.,1059,F
Bahamas,Import,"Snapper, fresh or chilled",8,.,21,.,20,.,7,.,1,.,4,.,0,-
Bahamas,Import,"Snappers, frozen",12,.,5,.,19,.,2,.,23,.,15,.,15,F
Bahamas,Import,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",24,.,12,.,17,.,25,.,41,.,26,.,30,F
Bahamas,Import,"Spiny lobsters (Panulirus spp.), meat or tails, fresh or chilled",1,.,0,0,0,-,0,0,32,.,0,0,0,-
Bahamas,Import,"Spiny lobsters (Panulirus spp.), meat or tails, frozen",2,.,6,.,4,.,2,.,50,.,2,.,0,-
Bahamas,Import,"Spiny lobsters (Panulirus spp.), nei, frozen",3,.,5,.,4,.,6,.,4,.,6,.,0,-
Bahamas,Import,"Spiny lobsters (Panulirus spp.), whole, fresh or chilled",0,0,0,0,1,.,1,.,0,-,0,0,0,-
Bahamas,Import,"Spiny lobsters (Panulirus spp.), whole, frozen",4,.,1,.,0,0,0,0,0,0,0,0,0,-
Bahamas,Import,"Squid rings, frozen",0,.,0,.,0,.,0,.,0,.,0,.,14,F
Bahamas,Import,"Squids (Ommastrephes sagittatus, Loligo spp.), frozen",0,.,0,.,0,.,0,.,0,.,0,.,29,F
Bahamas,Import,"Squids, prepared or preserved, nei",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Bahamas,Import,"Stromboid conchs, dried, salted or in brine",0,-,0,-,0,-,1,.,0,-,0,-,0,-
Bahamas,Import,"Stromboid conchs, frozen",4,.,24,.,13,.,1,.,0,0,0,0,0,-
Bahamas,Import,"Stromboid conchs, live, fresh or chilled",0,0,2,.,0,.,0,0,0,0,0,0,4,F
Bahamas,Import,"Swordfish fillets, fresh or chilled",1,.,0,0,0,0,0,0,0,-,0,0,0,-
Bahamas,Import,"Swordfish fillets, frozen",1,.,0,0,0,0,1,.,0,0,0,.,0,F
Bahamas,Import,"Swordfish, fresh or chilled",0,0,0,0,0,0,2,.,0,0,2,.,0,-
Bahamas,Import,"Swordfish, frozen",0,0,0,.,0,0,0,0,1,.,0,0,0,-
Bahamas,Import,"Tanner crab, nei, frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Bahamas,Import,"Tilapia fillets, fresh or chilled",0,.,0,.,0,.,7,.,17,.,7,.,0,-
Bahamas,Import,"Tilapia fillets, frozen",0,.,0,.,0,.,2,.,5,.,15,.,3,F
Bahamas,Import,"Tilapia, catfish, carp, eel, Nile perch and snakeheads, fillets, dried/salted/brine, not smoked",0,.,0,.,0,.,0,0,0,0,1,.,0,-
Bahamas,Import,"Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen",0,.,0,.,0,.,0,0,3,.,0,-,0,-
Bahamas,Import,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked",0,.,0,.,0,.,0,.,0,.,3,.,0,-
Bahamas,Import,"Tilapias, fresh or chilled",0,.,0,.,0,.,7,.,1,.,3,.,37,F
Bahamas,Import,"Tilapias, frozen",0,.,0,.,0,.,2,.,2,.,2,.,4,F
Bahamas,Import,"Toothfish (Dissostichus spp.), frozen",0,-,0,-,0,-,2,.,0,-,0,-,0,-
Bahamas,Import,"Trout fillets, fresh and chilled",0,.,0,.,0,.,1,.,0,0,0,0,0,-
Bahamas,Import,"Trout fillets, frozen",0,.,0,.,0,.,0,.,0,.,0,0,9,F
Bahamas,Import,Trouts and chars live,0,-,0,0,1,.,0,-,3,.,0,0,0,-
Bahamas,Import,"Trouts and chars, fresh or chilled",0,0,0,0,0,0,4,.,2,.,0,-,0,-
Bahamas,Import,"Trouts and chars, frozen",0,0,0,0,1,.,6,.,1,.,0,0,0,-
Bahamas,Import,"Trouts and chars, smoked",0,.,0,.,0,.,0,0,0,0,1,.,0,-
Bahamas,Import,"Tuna loins and fillets, frozen",0,.,0,.,0,.,0,0,6,.,14,.,1,F
Bahamas,Import,"Tunas nei, frozen",5,.,6,.,17,.,16,.,13,.,41,.,29,F
Bahamas,Import,"Tunas prepared or preserved, not minced, in airtight containers",1075,.,1644,.,1819,.,1923,.,1831,.,1472,.,23,F
Bahamas,Import,"Tunas prepared or preserved, not minced, nei",0,0,2,.,1,.,1,.,1,.,1,.,280,F
Bahamas,Import,"Tunas, bonitos, billfishes, frozen, nei",0,0,1,.,1,.,0,0,0,0,0,0,0,-
Bahamas,Import,"Tunas, fresh or chilled, nei",47,.,27,.,29,.,62,.,128,.,172,.,150,F
Bahamas,Import,"Yellowfin tuna, fresh or chilled",12,.,12,.,12,.,8,.,7,.,7,.,0,-
Bahamas,Import,"Yellowfin tuna, frozen, nei",3,.,1,.,6,.,8,.,4,.,3,.,18,F
Bahamas,Production,"Crab meat nei, prepared or preserved",63,.,59,.,64,.,74,F,73,.,54,F,16,F
Bahamas,Production,"Marine fish, frozen, nei",1096,.,968,.,934,.,960,F,1052,F,665,F,419,F
Bahamas,Production,"Spiny lobsters (Panulirus spp.), meat or tails, frozen",3233,.,2838,.,3200,F,2000,F,2200,F,2150,F,2800,F
